track_id,nucleated,nucleation_frame,first_frame,last_frame,duration_sec,num_observations,initial_area_px,final_area_px,max_area_px,initial_diameter_px,final_diameter_px,growth_rate_area_px2_s,growth_rate_diam_px_s,mean_aspect_ratio,mean_circularity,mean_intensity
1,True,0,0,7,12600.0,8,56.0,46.0,56.0,8.444016491289505,7.653039857325812,-0.0007407407407407403,-5.882290538878741e-05,1.4519371575425675,0.7936910435333683,55.9728136561503
2,True,2,2,7,9000.0,3,124.5,92.5,124.5,12.590406002966217,10.852403323135505,-0.003571428571428568,-0.00019315745589568758,2.6305176805782353,0.30119958821363346,66.37603887649907
